
100.8466796875	102.490985
100.8369903564	102.492490
100.8240737915	102.478985
100.8511047363	102.503040
100.8415222168	102.499857
100.8158416748	102.479307
100.8354187012	102.490159
100.8663253784	102.517779
100.7971725464	102.449241
100.8285980225	102.476611
100.8355484009	102.492515
100.8327178955	102.483898
100.8660888672	102.525838
100.8111419678	102.466504
100.8173294067	102.470496
100.8374938965	102.492947
100.8544006348	102.502776
100.8167343140	102.460531
100.8296203613	102.488869
100.8221054077	102.537104
100.8362426758	102.498950
100.8494338989	102.497944
100.8439559937	102.499010
100.8214950562	102.472794
100.8562622070	102.514772
100.8451461792	102.499302
100.8280944824	102.482948
100.8503646851	102.561404
100.8161849976	102.466983
100.8471069336	102.491875
