x1	y
0.100000	0.100000
0.200000	0.400000
0.300000	0.900000
0.400000	1.600000
0.500000	2.500000
0.600000	3.600000
0.700000	4.900001
0.800000	6.400001
0.900000	8.100002
1.000000	10.000002
1.100000	12.100002
1.200000	14.400004
1.300000	16.900005
1.400000	19.600006
1.500000	22.500008
1.600000	25.600010
1.700000	28.900011
1.800000	32.400013
1.900000	36.100014
2.000000	40.000008
2.100000	44.100006
2.200000	48.400002
2.300000	52.900002
2.400000	57.599991
2.500000	62.499992
2.600000	67.599983
2.700000	72.899979
2.799999	78.399971
2.899999	84.099960
2.999999	89.999962
3.099999	96.099945
3.199999	102.399940
3.299999	108.899933
3.399999	115.599930
3.499999	122.499916
3.599999	129.599899
3.699999	136.899902
3.799999	144.399887
3.899998	152.099884
3.999998	159.999863
4.099998	168.099884
4.199998	176.399857
4.299998	184.899841
4.399998	193.599838
4.499998	202.499832
4.599998	211.599808
4.699998	220.899811
4.799998	230.399780
4.899998	240.099777
4.999998	249.999771
5.099998	260.099762
5.199997	270.399719
5.299997	280.899719
5.399997	291.599701
5.499997	302.499695
5.599997	313.599670
5.699997	324.899628
5.799997	336.399658
5.899997	348.099640
5.999997	359.999634
6.099997	372.099579
6.199996	384.399567
6.299996	396.899536
6.399996	409.599548
6.499996	422.499512
6.599996	435.599487
6.699996	448.899475
6.799996	462.399445
6.899996	476.099426
6.999996	489.999390
7.099996	504.099396
7.199996	518.399353
7.299995	532.899292
7.399995	547.599304
7.499995	562.499268
7.599995	577.599243
7.699995	592.899231
7.799995	608.399170
7.899995	624.099182
7.999995	639.999146
8.099995	656.099182
8.199995	672.399231
8.299995	688.899231
8.399996	705.599304
8.499996	722.499390
8.599997	739.599365
8.699997	756.899475
8.799997	774.399536
8.899998	792.099609
8.999998	809.999695
9.099998	828.099731
9.199999	846.399780
9.299999	864.899841
9.400000	883.599915
9.500000	902.500000
9.600000	921.600037
9.700001	940.900146
9.800001	960.400269
9.900002	980.100342
10.000002	1000.000366
10.100002	1020.100464
10.200003	1040.400513
10.300003	1060.900635
10.400003	1081.600708
10.500004	1102.500854
10.600004	1123.600952
10.700005	1144.901001
10.800005	1166.401123
10.900005	1188.101196
11.000006	1210.001343
11.100006	1232.101318
11.200006	1254.401489
11.300007	1276.901611
11.400007	1299.601562
11.500008	1322.501831
11.600008	1345.601807
11.700008	1368.901978
11.800009	1392.402100
11.900009	1416.102173
12.000010	1440.002319
12.100010	1464.102295
12.200010	1488.402588
12.300011	1512.902710
12.400011	1537.602661
12.500011	1562.502930
12.600012	1587.603027
12.700012	1612.903076
12.800013	1638.403198
12.900013	1664.103394
13.000013	1690.003540
13.100014	1716.103638
13.200014	1742.403687
13.300014	1768.903809
13.400015	1795.604004
13.500015	1822.504150
13.600016	1849.604248
13.700016	1876.904419
13.800016	1904.404541
13.900017	1932.104614
14.000017	1960.004883
14.100018	1988.104980
14.200018	2016.405029
14.300018	2044.905273
14.400019	2073.605469
14.500019	2102.505371
14.600019	2131.605713
14.700020	2160.905762
14.800020	2190.406006
14.900021	2220.106201
15.000021	2250.006348
15.100021	2280.106445
15.200022	2310.406738
15.300022	2340.906738
15.400023	2371.606934
15.500023	2402.507080
15.600023	2433.607422
15.700024	2464.907471
15.800024	2496.407715
15.900024	2528.107666
16.000025	2560.007812
16.100025	2592.108154
16.200026	2624.408203
16.300026	2656.908691
16.400026	2689.608887
16.500027	2722.508789
16.600027	2755.609131
16.700027	2788.909180
16.800028	2822.409424
16.900028	2856.109619
17.000029	2890.009766
17.100029	2924.109863
17.200029	2958.410156
17.300030	2992.910156
17.400030	3027.610352
17.500031	3062.510742
17.600031	3097.610840
17.700031	3132.911133
17.800032	3168.411133
17.900032	3204.111328
18.000032	3240.011719
18.100033	3276.111816
18.200033	3312.412109
18.300034	3348.912354
18.400034	3385.612549
18.500034	3422.512695
18.600035	3459.613037
18.700035	3496.913086
18.800035	3534.413574
18.900036	3572.113770
19.000036	3610.013672
19.100037	3648.114014
19.200037	3686.414062
19.300037	3724.914551
19.400038	3763.614502
19.500038	3802.514893
19.600039	3841.614990
19.700039	3880.915283
19.800039	3920.415527
19.900040	3960.115723
20.000040	4000.016113
20.100040	4040.116211
20.200041	4080.416504
20.300041	4120.916992
20.400042	4161.616699
20.500042	4202.517090
20.600042	4243.617676
20.700043	4284.917480
20.800043	4326.417969
20.900043	4368.118164
21.000044	4410.018555
21.100044	4452.118652
21.200045	4494.418945
21.300045	4536.919434
21.400045	4579.619629
21.500046	4622.520020
21.600046	4665.619629
21.700047	4708.920410
21.800047	4752.420410
21.900047	4796.120605
22.000048	4840.020996
22.100048	4884.121094
22.200048	4928.421875
22.300049	4972.921875
22.400049	5017.622070
22.500050	5062.522461
22.600050	5107.622559
22.700050	5152.922852
22.800051	5198.422852
22.900051	5244.123535
23.000051	5290.023926
23.100052	5336.124023
23.200052	5382.424316
23.300053	5428.924805
23.400053	5475.625000
23.500053	5522.524902
23.600054	5569.625000
23.700054	5616.925781
23.800055	5664.426270
23.900055	5712.126465
24.000055	5760.026855
24.100056	5808.126953
24.200056	5856.426758
24.300056	5904.927246
24.400057	5953.627930
24.500057	6002.528320
24.600058	6051.628418
24.700058	6100.928223
24.800058	6150.429199
24.900059	6200.129395
25.000059	6250.029297
25.100060	6300.129883
25.200060	6350.430176
25.300060	6400.930664
25.400061	6451.630859
25.500061	6502.531250
25.600061	6553.631836
25.700062	6604.931641
25.800062	6656.431641
25.900063	6708.132324
26.000063	6760.033203
26.100063	6812.133301
26.200064	6864.433594
26.300064	6916.933594
26.400064	6969.633789
26.500065	7022.534180
26.600065	7075.634766
26.700066	7128.935059
26.800066	7182.435547
26.900066	7236.135742
27.000067	7290.036133
27.100067	7344.136230
27.200068	7398.437012
27.300068	7452.937012
27.400068	7507.637207
27.500069	7562.538086
27.600069	7617.637695
27.700069	7672.938477
27.800070	7728.438477
27.900070	7784.139648
28.000071	7840.039551
28.100071	7896.140137
28.200071	7952.440430
28.300072	8008.940430
28.400072	8065.640625
28.500072	8122.541504
28.600073	8179.641602
28.700073	8236.942383
28.800074	8294.442383
28.900074	8352.142578
29.000074	8410.042969
29.100075	8468.143555
29.200075	8526.444336
29.300076	8584.944336
29.400076	8643.644531
29.500076	8702.544922
29.600077	8761.645508
29.700077	8820.946289
29.800077	8880.446289
