
19.3456649780	96.197154
19.3652858734	96.384337
19.3515186310	96.548943
19.3540916443	96.477690
19.3556079865	96.487101
19.3581485748	96.256082
19.3584175110	96.582559
19.3510017395	96.643565
19.3599033356	96.759492
19.3506641388	96.462348
19.3593940735	96.317004
19.3621044159	96.608996
19.3465385437	96.402690
19.3553733826	96.493267
19.3607330322	96.306710
19.3628635406	96.205239
19.3451671600	96.491939
19.3502845764	96.511783
19.3588542938	96.617311
19.3609886169	96.860740
19.3577899933	96.519283
19.3566284180	96.582362
19.3565540314	96.375437
19.3571472168	96.428957
19.3483505249	96.553843
19.3563194275	96.441891
19.3659439087	96.657881
19.3579807281	96.453535
19.3603153229	96.754855
19.3545722961	96.369929
