0,009392
0,01008
0,010224
0,010352
0,017104
0,010832
0,011408
0,011216
0,010848
12
0,010944
0,01064
0,010784
0,011056
0,010592
0,011136
25,1289615
41,3061135
40,4090895
49,0291215
20,5824015
23,3902095
22,8925455
38,5720335
12,9945615
30,9964815
24,8033295
11,8210575
52,0028175
50,4545295
17,3936655
14,6534415
15,7409295
10,9117455
44,7774735
20,5762575
35,6843535
35,1375375
27,4821135
41,6440335
58,0976655
34,6275855
30,1547535
33,3987855
19,1631375
43,2476175
21,2459535
31,2791055
49,4653455
44,1630735
42,0679695
22,2965775
59,1298575
47,7265935
27,8077455
37,4108175
37,0544655
19,5194895
29,3376015
9,6706575
55,8796815
20,0785935
58,4232975
37,3555215
34,4494095
55,0625295
15,0589455
48,9246735
28,1579535
47,4808335
54,2576655
16,9512975
23,9738895
12,1221135
35,1866895
27,0888975
53,8214415
25,5528975
51,4129935
16,4044815
57,0470415
34,6828815
20,3796495
32,2621455
27,7340175
21,5224335
46,0922895
31,6846095
52,2240015
27,1073295
28,2624015
36,6489615
43,6224015
33,1837455
32,4464655
33,4540815
56,1930255
58,8042255
30,3083535
39,9974415
9,9901455
52,2424335
58,0730895
32,6369295
50,9521935
56,5985295
20,3980815
59,1298575
13,8608655
47,5545615
38,2894095
56,0087055
23,0830095
19,5870735
56,2360335
31,9426575
25,5406095
26,1304335
53,6924175
48,4085775
14,3769615
31,8013455
50,1964815
13,8178575
39,2540175
45,4471695
35,4078735
49,1274255
22,3272975
45,1891215
56,0578575
14,2417935
14,8070415
52,4820495
50,0920335
10,7335695
24,3486735
22,2167055
38,7072015
58,3127055
46,2458895
19,4334735
15,8208015
40,3845135
19,6239375
25,1658255
57,7597455
14,0759055
39,8438415
16,0788495
12,2695695
57,0286095
9,5477775
15,7102095
53,9873295
55,8428175
16,5826575
21,7497615
53,3729295
59,3141775
43,1247375
35,5491855
36,6059535
57,4955535
54,9396495
45,2689935
33,3127695
46,0492815
16,9451535
48,0215055
13,2157455
17,3568015
47,8126095
31,5617295
51,1488015
46,0738575
28,1210895
46,9278735
58,2205455
47,6037135
13,6519695
39,5243535
16,1648655
18,2476815
39,8991375
31,2299535
33,8534415
56,1561615
27,8630415
48,1873935
20,5578255
43,8681615
40,7162895
50,4852495
30,8797455
49,0291215
40,9866255
43,7391375
14,7517455
58,4663055
34,6091535
53,6924175
49,1704335
20,5516815
12,9024015
41,3491215
43,8067215
34,8856335
21,5040015
56,2176015
43,8251535
37,8347535
36,4400655
42,9281295
33,4049295
28,0350735
36,4707855
54,5955855
40,4398095
27,1564815
57,7228815
29,1287055
16,1710095
46,8234255
39,2724495
46,8111375
16,2447375
9,9164175
10,1314575
33,4540815
36,2434575
49,4161935
42,2768655
55,9779855
22,4010255
50,2394895
34,0131855
54,0794895
49,5820815
26,1181455
25,9153935
11,4216975
57,9932175
31,2422415
27,3162255
38,9898255
24,1029135
29,7492495
26,0505615
58,8349455
51,9659535
52,8936975
35,4017295
23,4270735
46,5285135
27,8999055
56,6538255
52,4636175
54,8536335
19,4887695
56,8320015
53,2439055
56,3712015
38,4245775
35,0208015
50,4422415
57,6921615
59,0376975
30,3759375
42,6577935
49,4223375
49,2933135
22,0508175
23,5130895
43,7452815
22,9969935
48,9553935
45,6683535
10,0208655
59,2834575
12,0176655
27,1319055
52,5926415
32,7413775
46,3564815
12,6504975
26,4744975
23,1198735
58,5830415
26,0874255
28,7846415
18,3521295
14,8869135
33,6015375
17,2523535
33,7428495
32,9072655
47,2043535
31,6907535
58,7612175
40,9927695
42,9772815
12,4846095
34,3265295
57,7843215
18,5364495
14,0206095
34,2220815
25,6204815
49,1212815
41,9573775
25,4423055
46,7005455
55,6216335
30,7937295
50,9952015
17,1233295
11,8272015
12,7610895
37,5214095
43,7698575
44,8634895
49,9752975
14,6165775
14,5858575
45,7728015
10,6905615
51,7447695
13,7809935
40,4828175
31,5125775
12,5276175
46,7128335
47,5238415
51,3884175
55,4127375
24,6681615
30,4373775
16,8407055
23,2611855
36,1881615
16,3983375
47,8064655
10,7397135
28,1886735
56,5985295
54,8536335
14,1557775
12,0668175
46,8418575
47,0691855
15,6856335
56,1500175
17,4551055
45,6990735
22,5853455
57,1084815
14,5920015
37,6012815
15,1265295
38,0497935
45,3365775
44,6668815
28,7047695
57,8150415
36,8394255
52,4574735
21,8234895
38,2771215
43,0387215
55,9349775
14,9237775
56,7582735
44,1630735
46,9094415
10,6475535
42,3383055
50,0121615
12,9699855
49,8954255
10,4202255
17,1847695
17,0004495
16,6993935
26,0444175
20,0663055
56,0824335
39,2110095
54,5648655
38,1173775
43,2660495
48,5560335
14,0267535
27,0397455
27,4513935
21,1169295
14,6042895
42,0741135
49,1397135
46,6636815
58,1898255
49,2134415
36,8209935
55,9226895
25,8355215
11,8640655
35,9792655
15,9989775
27,1441935
30,5049615
35,7273615
15,7347855
38,0067855
13,6826895
19,3843215
19,6423695
51,8430735
41,0357775
53,8214415
42,2707215
18,0203535
13,1788815
45,1522575
17,4612495
45,3120015
19,4027535
13,6273935
41,6378895
47,2104975
23,6298255
23,3902095
23,3840655
31,2606735
24,8217615
48,6174735
37,4231055
26,5728015
51,4068495
32,8396815
52,3345935
27,1073295
52,7523855
58,4048655
28,6064655
49,2748815
35,2296975
27,9490575
30,7200015
10,2051855
38,9959695
34,6460175
16,0112655
45,6683535
52,5742095
56,8197135
58,8963855
15,2739855
58,2082575
18,1493775
24,1152015
25,0736655
29,7123855
41,8037775
38,3324175
16,5765135
25,7617935
50,5528335
49,8401295
41,5334415
47,5545615
48,9308175
40,9497615
30,3943695
35,2235535
16,9390095
56,4879375
34,4924175
14,3278095
35,7457935
58,7120655
39,5735055
35,9731215
21,9033615
29,0242575
35,1129615
10,2359055
14,6718735
36,2987535
56,7336975
10,8257295
31,5371535
33,7244175
22,9969935
31,7276175
31,6231695
34,0746255
23,8264335
41,8529295
57,5877135
32,6369295
35,6966415
48,9492495
14,7394575
12,0053775
36,7902735
52,1441295
38,8976655
49,3486095
53,3053455
43,5671055
58,6014735
41,9266575
28,6494735
17,2462095
27,4882575
37,1957775
25,7064975
20,0110095
10,5123855
52,6909455
13,5168015
42,6455055
18,1800975
38,8177935
52,0396815
40,7592975
24,6927375
19,0525455
22,9232655
22,8433935
12,1712655
40,0650255
44,4456975
36,1512975
38,2832655
15,9866895
34,8672015
18,0019215
17,2769295
19,5317775
44,0033295
14,0267535
57,8764815
10,1498895
22,9109775
39,0881295
46,8049935
10,3157775
57,4525455
33,3926415
38,1665295
11,2066575
22,0692495
37,9944975
25,4484495
22,4686095
46,6513935
39,3277455
14,2233615
11,4155535
54,7614735
14,0820495
48,4085775
34,8794895
38,0559375
27,0888975
23,3164815
51,6833295
43,5978255
51,6894735
17,7254415
21,6268815
21,6145935
58,5093135
11,1882255
33,4786575
48,6113295
56,0701455
35,3832975
11,8640655
41,6624655
13,8670095
27,7217295
43,5978255
49,3547535
51,9352335
49,4530575
19,4273295
24,2810895
31,7890575
35,1006735
54,6324495
15,2371215
15,2309775
46,5346575
47,9109135
11,0161935
53,7907215
10,5000975
57,2805135
51,8184975
14,3831055
30,8736015
24,1827855
12,1098255
41,0603535
48,5867535
28,9935375
34,7443215
19,5624975
21,7989135
18,8559375
55,4864655
57,1023375
32,1146895
35,6229135
29,2823055
32,3297295
42,3751695
53,6186895
35,3710095
38,0805135
29,2638735
50,3255055
28,8952335
29,1287055
24,3425295
44,2798095
12,0545295
18,7392015
26,2410255
33,2267535
24,9937935
20,7298575
29,6263695
55,0993935
47,3026575
28,4098575
17,5349775
37,7978895
55,2161295
28,1886735
15,8269455
55,3082895
32,0348175
18,7207695
36,6612495
48,2119695
42,9588495
43,2660495
10,1990415
45,9386895
37,6442895
13,1850255
49,2318735
58,8349455
15,1818255
53,2377615
22,7696655
41,7853455
25,3624335
59,6275215
19,1692815
31,5678735
14,9114895
46,7005455
42,0679695
11,1267855
59,1912975
15,0773775
51,3638415
49,2994575
56,1254415
53,6555535
59,3080335
18,7576335
37,5152655
12,1344015
56,7828495
53,1456015
19,4703375
21,3995535
49,0844175
44,5009935
12,9454095
55,6584975
30,3022095
25,6942095
24,9630735
44,7098895
42,8298255
16,6379535
39,1741455
19,5932175
17,0250255
56,8074255
34,0746255
48,7956495
23,7649935
46,6145295
18,7392015
50,2333455
38,1235215
20,1216015
17,8421775
35,4754575
52,2055695
51,5850255
49,7602575
29,4789135
51,8922255
52,8015375
35,2604175
36,2004495
53,7968655
16,8161295
20,3735055
47,4869775
37,9146255
39,8868495
11,9685135
33,2881935
43,2230415
36,7902735
43,3213455
14,2172175
22,1675535
39,6963855
45,1092495
51,0504975
32,6307855
40,4582415
53,1210255
29,8414095
32,8089615
14,0943375
53,8521615
21,0554895
18,2231055
14,7701775
14,5367055
46,7251215
13,3263375
36,3417615
55,9288335
13,4983695
46,9401615
59,4370575
13,4307855
13,2710415
25,2211215
11,6244495
11,1820815
12,2572815
21,4548495
16,6010895
19,5747855
43,7698575
52,8015375
47,3825295
24,4654095
10,7151375
38,1480975
11,4339855
18,5978895
15,3231375
35,2911375
15,5811855
44,2183695
40,6118415
15,8760975
43,8988815
36,6612495
37,4108175
29,9458575
47,6344335
49,6373775
13,8362895
30,7322895
50,5221135
50,0244495
31,0824975
10,2912015
56,4264975
39,5673615
26,3270415
22,7143695
40,4828175
12,5153295
59,4124815
31,2729615
28,5450255
50,5835535
16,5396495
13,6581135
17,7192975
16,7362575
58,7120655
11,8824975
40,1510415
50,1657615
46,6575375
15,4890255
14,2663695
52,5434895
38,2156815
58,6936335
58,3372815
43,3827855
14,3216655
41,5887375
24,3240975
56,8688655
10,6291215
31,4818575
53,3790735
21,4487055
56,8320015
49,3854735
40,9559055
19,9249935
11,8886415
37,5889935
45,6192015
42,4857615
29,6325135
47,2903695
59,4247695
25,2948495
31,6231695
14,3216655
56,0455695
13,8178575
18,8866575
40,0035855
23,9370255
32,0716815
27,7463055
20,3796495
58,5461775
29,3806095
23,1505935
34,4064015
14,8254735
44,3658255
20,0785935
40,7101455
48,5314575
57,8273295
49,2625935
22,0692495
27,3838095
25,7187855
23,3349135
44,1077775
16,1955855
27,4759695
20,7237135
31,5985935
53,9074575
56,7889935
58,0423695
41,9328015
24,2749455
23,6298255
53,6002575
56,0885775
56,4080655
46,2766095
18,9419535
31,0456335
15,9006735
37,1589135
51,6218895
26,2901775
31,2115215
38,6150415
51,3208335
40,5258255
30,4680975
30,0564495
55,6523535
24,5268495
