
45.8111038208	47.442430
45.7668190002	47.395362
45.7321281433	47.390234
45.7780342102	47.413257
45.8307189941	47.459067
45.8195075989	47.451473
45.7720985413	47.401537
45.7757720947	47.404106
45.8486976624	47.487854
45.7391395569	47.369267
45.7675247192	47.400010
45.7417907715	47.374269
45.7320518494	47.363052
45.7679595947	47.399285
45.7514991760	47.378228
45.7875976562	47.416176
45.7451896667	47.374467
45.7855453491	47.440486
45.7815055847	47.413540
45.7745590210	47.406062
45.7894592285	47.418145
45.8193397522	47.447972
45.7888832092	47.420151
45.7653617859	47.397330
45.7302398682	47.364354
45.7450714111	47.374513
45.7254447937	47.352624
45.7423667908	47.368669
45.7980117798	47.428357
45.7418022156	47.374829
