
31.7402763367	91.463467
31.7660636902	91.566631
31.7429656982	91.609994
31.7593307495	92.175794
31.7526359558	91.456740
31.7631931305	91.472891
31.7605915070	91.478964
31.7448940277	91.467378
31.7575321198	91.551735
31.7417945862	91.383829
31.7688674927	91.813074
31.7478294373	91.954235
31.7385120392	91.421865
31.7678928375	91.518976
31.7655811310	91.432269
31.7531433105	91.597345
31.7388801575	91.404958
31.7592658997	91.349848
31.7585868835	91.390298
31.7667350769	91.361078
31.7484760284	91.531930
31.7530002594	91.564317
31.7647228241	91.492396
31.7604351044	91.357278
31.7451152802	91.638545
31.7496166229	91.491999
31.7415866852	91.408960
31.7317733765	91.402415
31.7508449554	91.446150
31.7346611023	91.350241
