
42.3770713806	44.007863
42.3639793396	44.028803
42.3940620422	44.037021
42.4081649780	44.040164
42.3946342468	44.028623
42.3881912231	44.022095
42.3746261597	44.000842
42.3925170898	44.023381
42.4046287537	44.044542
42.3706436157	43.997644
42.3449592590	43.968504
42.3299713135	43.957949
42.3654747009	43.996144
42.3644256592	43.996744
42.3425407410	43.976554
42.4417266846	44.070007
42.3752136230	43.999535
42.3579406738	43.987869
42.3923873901	44.022552
42.4023666382	44.030887
42.4397468567	44.065478
42.4010391235	44.041985
42.3565025330	43.992391
42.3759498596	44.004294
42.3428611755	43.972068
42.3395996094	43.967960
42.3909034729	44.023075
42.3863945007	44.011919
42.4398117065	44.070411
42.3906707764	44.017938
