x1	y
4.242065	422.397797
-0.661788	-0.321852
3.614091	234.488647
3.782840	276.997375
5.028121	796.610657
-2.826935	46.438061
-1.312550	1.116988
3.450526	198.194885
-1.944478	8.780380
1.093670	5.028621
0.251368	0.334428
1.917580	26.167017
-0.987371	-0.024626
0.647410	1.513583
5.474527	1097.746582
5.078146	826.817322
1.992829	29.650209
2.890266	105.171425
-3.442372	108.036407
1.676658	17.103966
-4.820693	446.444977
-2.328246	19.855986
-3.490453	114.599548
3.845944	294.305908
-3.276530	87.537605
-0.589612	-0.326089
-3.572305	126.453995
-3.803103	164.849503
5.988170	1542.380005
-2.599174	32.236835
0.642256	1.489826
4.230235	418.051575
1.739038	19.168694
-1.743652	5.238969
2.013075	30.645988
0.767159	2.153562
0.429413	0.726992
5.700525	1279.429932
-1.782315	5.823637
3.484935	205.448837
0.794195	2.323714
3.469052	202.076035
-0.597485	-0.326351
4.806824	672.843628
-1.883538	7.568201
-1.122958	0.312197
3.884970	305.412109
5.109291	846.054932
-4.232692	258.822998
5.442598	1073.739624
0.785949	2.270730
-4.053386	215.722473
-2.885648	50.750946
2.295496	47.426018
4.792559	665.397095
-1.162178	0.443050
-4.294116	274.976807
-4.779747	430.806915
0.034719	0.035968
-4.305946	278.172943
-2.378921	21.844664
5.676975	1259.509888
4.924289	736.575684
4.360117	467.663116
-2.066677	11.620132
0.937364	3.411657
-0.872723	-0.195679
3.362736	180.567245
0.637889	1.469920
2.344961	50.975666
0.847671	2.691615
-4.567916	356.368561
-0.185986	-0.156632
5.250185	937.331848
5.238908	929.764343
2.930476	110.432556
-1.872773	7.367165
3.123878	138.597672
2.039767	31.998177
-1.105465	0.259063
2.566475	69.444000
-3.174284	76.444847
-0.158850	-0.136988
4.680828	609.203125
4.121212	379.571320
-1.366292	1.434698
-2.481350	26.307695
4.827096	683.533569
-1.146038	0.387183
2.553369	68.226646
5.521151	1133.525635
1.475042	11.593984
2.230345	43.044510
4.445440	502.591949
-0.164841	-0.141409
5.163668	880.448730
-0.617197	-0.326266
3.962436	328.395355
2.526404	65.773491
5.020692	792.196960
