x1	y
4.242065	422.397797
-0.661788	-0.321852
3.614091	234.488647
3.782840	276.997375
5.028121	796.610657
-2.826935	46.438061
-1.312550	1.116988
3.450526	198.194885
-1.944478	8.780380
1.093670	5.028621
0.251368	0.334428
1.917580	26.167017
-0.987371	-0.024626
0.647410	1.513583
5.474527	1097.746582
5.078146	826.817322
1.992829	29.650209
2.890266	105.171425
-3.442372	108.036407
1.676658	17.103966
-4.820693	446.444977
-2.328246	19.855986
-3.490453	114.599548
3.845944	294.305908
-3.276530	87.537605
-0.589612	-0.326089
-3.572305	126.453995
-3.803103	164.849503
5.988170	1542.380005
-2.599174	32.236835
0.642256	1.489826
4.230235	418.051575
1.739038	19.168694
-1.743652	5.238969
2.013075	30.645988
0.767159	2.153562
0.429413	0.726992
5.700525	1279.429932
-1.782315	5.823637
3.484935	205.448837
0.794195	2.323714
3.469052	202.076035
-0.597485	-0.326351
4.806824	672.843628
-1.883538	7.568201
-1.122958	0.312197
3.884970	305.412109
5.109291	846.054932
-4.232692	258.822998
5.442598	1073.739624
0.785949	2.270730
-4.053386	215.722473
-2.885648	50.750946
2.295496	47.426018
4.792559	665.397095
-1.162178	0.443050
-4.294116	274.976807
-4.779747	430.806915
0.034719	0.035968
-4.305946	278.172943
-2.378921	21.844664
5.676975	1259.509888
4.924289	736.575684
4.360117	467.663116
-2.066677	11.620132
0.937364	3.411657
-0.872723	-0.195679
3.362736	180.567245
0.637889	1.469920
2.344961	50.975666
0.847671	2.691615
-4.567916	356.368561
-0.185986	-0.156632
5.250185	937.331848
5.238908	929.764343
2.930476	110.432556
-1.872773	7.367165
3.123878	138.597672
2.039767	31.998177
-1.105465	0.259063
2.566475	69.444000
-3.174284	76.444847
-0.158850	-0.136988
4.680828	609.203125
4.121212	379.571320
-1.366292	1.434698
-2.481350	26.307695
4.827096	683.533569
-1.146038	0.387183
2.553369	68.226646
5.521151	1133.525635
1.475042	11.593984
2.230345	43.044510
4.445440	502.591949
-0.164841	-0.141409
5.163668	880.448730
-0.617197	-0.326266
3.962436	328.395355
2.526404	65.773491
5.020692	792.196960
0.307397	0.439866
-2.625926	33.710243
5.452776	1081.348999
5.121411	853.631470
-3.375740	99.411369
4.691684	614.500000
2.051887	32.627163
-0.248512	-0.198288
1.815561	21.961740
-1.908346	8.046256
3.646023	242.124573
-1.617963	3.617235
-0.082631	-0.076320
-2.512827	27.805117
-2.937136	54.772739
-1.961419	9.140511
1.120881	5.363981
-0.418486	-0.285974
-3.134322	72.408646
4.974844	765.363037
-3.865117	176.510086
-3.613171	132.705063
0.449885	0.784300
3.365227	181.050461
5.832268	1395.278564
5.285044	961.016052
2.528895	65.997276
-0.784928	-0.272825
3.247480	159.262665
-0.944701	-0.098864
-1.764236	5.544892
-2.445123	24.658998
1.429374	10.567141
-2.311460	19.227627
-3.323712	93.043709
3.053634	127.802101
-3.619776	133.736679
3.728174	262.636475
-3.194879	78.589409
3.195785	150.353775
-4.180172	245.585022
5.451144	1080.126343
-4.422178	311.078735
0.737197	1.976642
-3.061683	65.482330
-2.359314	21.058641
3.775779	275.109589
3.059199	128.633194
2.222200	42.519543
5.641457	1229.909058
2.034042	31.704332
3.357083	179.474533
-3.971715	197.986328
-3.516073	118.216431
0.722311	1.893102
-4.139446	235.674850
-4.231030	258.395996
-2.748794	41.128700
0.075625	0.081810
4.016450	345.178406
1.306505	8.157302
3.311389	170.824829
-4.428673	312.999634
-3.264122	86.130966
5.999929	1553.930542
-2.752385	41.362297
4.789512	663.814880
-3.619847	133.747772
5.975789	1530.289673
-4.405366	306.147308
4.575939	559.782471
-4.204383	251.622910
-4.954222	500.415619
5.153760	874.105103
1.532814	13.003947
-3.015905	61.379524
-3.205554	79.718529
-0.691407	-0.315360
5.043293	805.682800
4.016647	345.240753
-1.049951	0.110262
1.077335	4.835508
1.373730	9.414551
-0.021666	-0.021206
2.561262	68.957779
-3.903959	184.122070
0.838888	2.628214
3.330232	174.352432
-1.652753	4.025794
5.914513	1471.497192
1.346682	8.891489
4.653751	596.142395
3.225902	155.496643
1.918009	26.185936
-4.610370	370.446198
3.225832	155.484390
4.165624	394.908356
5.179142	890.426208
4.605985	573.617737
4.141413	386.490387
5.773776	1342.908813
3.181923	148.030640
4.937030	743.752502
5.819553	1383.765625
2.335684	50.294815
0.469844	0.843048
-3.196352	78.744522
4.130130	382.614319
4.778436	658.086609
-4.153059	238.953201
2.146777	37.888840
-2.271515	17.791069
1.924277	26.463438
-2.479493	26.221256
2.706820	83.549263
-1.514462	2.566145
-1.383453	1.545812
-2.454293	25.068878
-4.184229	246.589203
1.963794	28.266123
-2.539779	29.136591
2.162453	38.817596
0.617546	1.379855
5.686123	1267.219604
-1.919538	8.268776
1.007176	4.072274
2.911954	107.984840
-3.753914	156.019073
0.186318	0.228705
1.517939	12.628678
5.387499	1033.244507
-0.039907	-0.038375
-1.300138	1.049832
4.324529	453.649384
-0.220354	-0.180140
-4.964454	504.744110
-1.205627	0.608257
1.583294	14.343300
4.165676	394.926575
-2.427191	23.871771
2.430236	57.570751
0.312453	0.450115
0.301294	0.427664
-1.645487	3.938026
2.832960	98.006248
-2.991886	59.305252
1.840051	22.919420
-4.550493	350.708710
-0.446179	-0.296296
2.655822	78.192062
2.413301	56.211708
2.014042	30.694180
-1.181725	0.514642
-2.969153	57.390602
1.700164	17.860481
1.898737	25.346741
3.038023	125.492477
-1.387881	1.575277
3.144823	141.947083
-2.775660	42.900173
5.130058	859.068237
2.532322	66.306015
2.184434	40.149361
-2.170080	14.496724
0.856851	2.759177
-4.035920	211.833206
-2.134534	13.455533
4.651223	594.933716
2.547374	67.675316
-3.968857	197.386307
-3.775968	159.933167
-1.022390	0.046819
1.343596	8.833295
1.525326	12.813956
2.332123	50.035355
-1.823444	6.493935
3.533440	216.014435
